Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
14:59:25,2022-10-13,3758118046,2487128589,2655.59,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:27:42,2022-10-13,8501920513,3158555257,996.34,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:40:41,2022-10-13,2369776263,2045588829,2397.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:06:10,2022-10-13,9023752117,8501920513,3474.29,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Group
16:31:45,2022-10-13,927895922,6657147486,21462.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:34:12,2022-10-13,927895922,7415281931,431.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:38:43,2022-10-13,3919105611,3810784684,1104.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:29:55,2022-10-13,4675771219,9962837021,2105.21,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Small_Fan_Out
18:38:59,2022-10-13,5748489103,383512151,17029.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
21:28:51,2022-10-13,6644790956,1849458234,730.45,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:54:28,2022-10-13,1076202815,7951108994,7750.24,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
22:12:14,2022-10-13,5535491870,4341955233,242.0,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
22:30:35,2022-10-13,1681811645,738459339,13830.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:03:39,2022-10-13,3919105611,3810784684,2839.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
23:05:42,2022-10-13,5748489103,2636833970,1323.01,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
23:44:07,2022-10-13,4675771219,5415019582,1583.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:26:23,2022-10-14,4316483340,7069111919,2079.88,UK pounds,Indian rupee,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:43:47,2022-10-14,3758118046,5543970881,1892.87,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
08:46:54,2022-10-14,927895922,6634877109,7411.36,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
09:18:27,2022-10-14,6644790956,672764286,2002.17,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
09:56:45,2022-10-14,3428098918,2987279234,7879.75,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
10:13:24,2022-10-14,9021009219,3026367407,2906.83,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:27:26,2022-10-14,5262095561,927895922,4037.14,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
10:37:18,2022-10-14,7925512303,5748489103,1923.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
11:01:41,2022-10-14,290208168,3758118046,8940.81,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
11:12:17,2022-10-14,3758118046,6670277228,9647.88,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:36:01,2022-10-14,8644845378,2987279234,7860.57,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
12:17:10,2022-10-14,377669591,3758118046,6355.34,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:21:57,2022-10-14,5747833596,987302110,266.36,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:40:32,2022-10-14,1681811645,2242165012,347.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:52:08,2022-10-14,3758118046,2487128589,3145.36,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:24:10,2022-10-14,7002077089,3758118046,858.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
13:43:41,2022-10-14,3158555257,8501920513,870.3,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:17:03,2022-10-14,6644790956,8849439949,2112.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:23:36,2022-10-14,6137865155,5748489103,12542.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
15:58:54,2022-10-14,1681811645,9895225119,150.04,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:11:49,2022-10-14,5748489103,5781631875,5565.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
16:52:43,2022-10-14,3002136616,6644790956,4272.15,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
17:35:42,2022-10-14,290208168,3758118046,8498.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:14:15,2022-10-14,3758118046,9406777047,1066.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:34:28,2022-10-14,5748489103,852237169,2644.58,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
19:45:45,2022-10-14,5748489103,7909213375,2817.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
19:46:54,2022-10-14,927503944,7951108994,7445.92,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
20:26:45,2022-10-14,8501920513,9023752117,7332.98,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Group
20:34:28,2022-10-14,9021009219,4589631242,1353.01,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:37:42,2022-10-14,675669049,4497771501,3892.57,UK pounds,Naira,UK,Nigeria,Cross-border,1,Structuring
21:35:57,2022-10-14,4316483340,3790071670,6394.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:30:56,2022-10-14,9023752117,8501920513,2443.53,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Group
23:42:24,2022-10-14,5748489103,383512151,9087.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
23:48:20,2022-10-14,988008298,1912656258,65.86,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
07:42:04,2022-10-15,8501920513,392103684,13178.26,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,Behavioural_Change_2
08:24:37,2022-10-15,927895922,4811364308,26893.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:53:54,2022-10-15,8501920513,5168128801,781.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:01:43,2022-10-15,1954885582,5748489103,837.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:25:04,2022-10-15,5748489103,6137865155,4306.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:44:20,2022-10-15,5748489103,2636833970,1493.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
13:52:25,2022-10-15,8501920513,4692318788,1972.23,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Behavioural_Change_2
16:31:03,2022-10-15,5748489103,9933314819,1438.5,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
17:02:02,2022-10-15,6670277228,3758118046,4260.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
17:33:08,2022-10-15,3758118046,290208168,1251.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:05:53,2022-10-15,9707989791,4497771501,4123.44,Euro,Naira,UK,Nigeria,Cross-border,1,Structuring
18:59:22,2022-10-15,2758469152,9668605460,3655.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:31:54,2022-10-15,2369776263,8805029282,3069.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:13:52,2022-10-15,6670277228,3758118046,2548.42,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
21:36:50,2022-10-15,1681811645,6934577853,1918.15,Yen,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:37:49,2022-10-15,3758118046,4488998846,3251.97,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
21:50:51,2022-10-15,927895922,7415281931,376.14,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:16:11,2022-10-15,8683543845,1498828609,11210.303914398555,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_Out
22:27:48,2022-10-15,3758118046,7002077089,515.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
22:48:44,2022-10-15,6219666393,3165281431,5545.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:54:47,2022-10-15,988008298,2831966586,2336.88,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
00:08:58,2022-10-16,3758118046,141672454,4158.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
08:05:25,2022-10-16,1446646036,5748489103,9593.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
08:43:14,2022-10-16,1446646036,5748489103,9784.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
09:33:55,2022-10-16,1446646036,5748489103,6887.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
09:37:49,2022-10-16,2246512128,8501920513,2921.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
09:42:23,2022-10-16,2369776263,2067218470,115.68,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
10:11:39,2022-10-16,3873090207,4497771501,4174.32,UK pounds,Naira,UK,Nigeria,Cross-border,1,Structuring
10:24:43,2022-10-16,4316483340,7937837411,4727.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:46:54,2022-10-16,6644790956,5063669952,7312.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:55:58,2022-10-16,6219666393,7634292113,2332.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:05:02,2022-10-16,3758118046,3314294630,2559.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
11:25:17,2022-10-16,5748489103,852237169,2180.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:40:58,2022-10-16,3919105611,4759699700,485.21,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:45:34,2022-10-16,5748489103,7925512303,15624.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
13:47:18,2022-10-16,4675771219,6538057927,5299.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:20:02,2022-10-16,3758118046,6686003020,1044.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:22:34,2022-10-16,8501920513,4768708377,2030.22,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
14:23:06,2022-10-16,3758118046,4854710545,9476.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
14:40:01,2022-10-16,2482785525,5208362687,24333.62,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:42:40,2022-10-16,2487128589,3758118046,1131.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
19:16:35,2022-10-16,6644790956,4804288659,261.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:34:18,2022-10-16,813395681,8501920513,8844.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
21:07:51,2022-10-16,988008298,4027377695,195.28,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
22:12:32,2022-10-16,1235292621,8501920513,2552.94,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:16:51,2022-10-16,6644790956,672764286,2391.95,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:28:23,2022-10-16,3758118046,6686003020,1371.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
00:31:07,2022-10-17,2487128589,3758118046,887.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
01:02:24,2022-10-17,9933314819,5748489103,939.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
07:56:07,2022-10-17,3780526390,4336451277,295.98,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
09:22:38,2022-10-17,7118835184,3546293157,19771.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
10:13:05,2022-10-17,4316483340,2675850320,1378.34,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:02:22,2022-10-17,5748489103,1446646036,1392.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:14:07,2022-10-17,4488998846,3758118046,9852.65,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
13:58:49,2022-10-17,4768708377,8501920513,2629.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:11:47,2022-10-17,9023752117,8501920513,2555.59,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Group
16:01:58,2022-10-17,377669591,3758118046,9058.57,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
16:51:36,2022-10-17,7925512303,5748489103,1513.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
17:15:11,2022-10-17,8501920513,2246512128,17573.79,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
17:23:07,2022-10-17,7909213375,5748489103,6757.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
17:44:00,2022-10-17,4922050844,8501920513,3320.65,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
18:45:21,2022-10-17,8501920513,8902749042,2570.9,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
19:02:20,2022-10-17,5748489103,7909213375,2821.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
19:09:50,2022-10-17,7401327478,8845738344,433.83,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:54:32,2022-10-17,3088684435,8501920513,622.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
19:55:03,2022-10-17,8902749042,8501920513,2460.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
20:20:36,2022-10-17,4316483340,1502192221,4213.57,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:51:40,2022-10-17,3546293157,8122881158,176.32,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
20:53:21,2022-10-17,4922050844,8501920513,3379.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
22:03:57,2022-10-17,9021009219,8423078748,1989.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:58:57,2022-10-17,4316483340,4621157289,5353.04,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:01:41,2022-10-17,8501920513,3158555257,959.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:02:46,2022-10-17,9021009219,7921731940,2037.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
01:17:08,2022-10-18,813395681,8501920513,12511.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
02:16:49,2022-10-18,377669591,3758118046,8155.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
03:28:30,2022-10-18,7909213375,5748489103,10722.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
09:04:20,2022-10-18,3919105611,4157322207,82234.04573428971,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_In
10:50:56,2022-10-18,927895922,4590371118,106.07,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:12:35,2022-10-18,8683543845,1758739816,12075.62586691087,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
12:25:19,2022-10-18,5748489103,1954885582,1958.5,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
12:56:17,2022-10-18,1681811645,2632141190,4219.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:11:57,2022-10-18,8501920513,4768708377,1643.62,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
14:23:38,2022-10-18,1954885582,5748489103,997.67,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
14:39:22,2022-10-18,9406777047,3758118046,4334.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:58:41,2022-10-18,3919105611,3273426770,461.41,UK pounds,Yen,UK,Japan,Cross-border,0,Normal_Small_Fan_Out
15:23:50,2022-10-18,2482785525,1429079625,265.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:08:57,2022-10-18,5748489103,7925512303,15362.73,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
16:25:39,2022-10-18,5748489103,1954885582,2408.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
19:49:39,2022-10-18,9021009219,7334441439,2033.68,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:59:32,2022-10-18,4316483340,5903651674,24378.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:11:56,2022-10-18,2482785525,8642056054,134.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:14:35,2022-10-18,2758469152,2703926351,11157.29,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
21:14:44,2022-10-18,7401327478,2163304859,6532.1,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
04:40:58,2022-10-19,927895922,256423811,1125.51,UK pounds,Euro,UK,Spain,Cross-border,0,Normal_Small_Fan_Out
09:13:30,2022-10-19,8501920513,4922050844,3054.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
10:17:43,2022-10-19,6686003020,3758118046,7197.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
10:31:53,2022-10-19,3973006897,927895922,2699.48,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
10:39:51,2022-10-19,5748489103,7925512303,9039.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:40:45,2022-10-19,3758118046,1792602773,370.12,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:43:08,2022-10-19,6670277228,3758118046,4712.53,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:52:03,2022-10-19,9656820112,2482785525,882.03,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
13:33:46,2022-10-19,7401327478,9837509469,76.87,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
13:43:08,2022-10-19,2636833970,5748489103,560.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:17:27,2022-10-19,6219666393,7703395398,1474.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:52:28,2022-10-19,6644790956,3398349205,2305.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:57:03,2022-10-19,2369776263,3904215782,23022.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
17:12:45,2022-10-19,4854710545,3758118046,737.14,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:17:36,2022-10-19,8501920513,1235292621,9497.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:30:31,2022-10-19,6219666393,7816832044,2093.22,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Small_Fan_Out
19:54:54,2022-10-19,3546293157,7118835184,19713.16,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
21:30:34,2022-10-19,7401327478,8845738344,858.97,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:54:01,2022-10-19,5748489103,852237169,2046.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
22:00:15,2022-10-19,3768903148,8501920513,3749.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
23:34:21,2022-10-19,6670277228,3758118046,3784.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
23:56:25,2022-10-19,3758118046,5543970881,1370.72,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
01:16:43,2022-10-20,4316483340,7353810295,4804.85,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
03:32:07,2022-10-20,2192556062,5748489103,3968.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
04:54:00,2022-10-20,6219666393,8149315673,3019.04,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:29:27,2022-10-20,927895922,4249194661,7168.1,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:53:14,2022-10-20,2192556062,5748489103,6750.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
08:59:32,2022-10-20,3758118046,3314294630,2721.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
09:00:10,2022-10-20,3758118046,377669591,3571.79,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
09:58:48,2022-10-20,6340007440,5299220588,13620.79,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Mutual
10:55:10,2022-10-20,5747833596,987302110,1565.18,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:15:44,2022-10-20,6644790956,7138986875,13008.58,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
12:39:09,2022-10-20,9388175205,4624222122,334.79,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
14:07:35,2022-10-20,4675771219,8376930240,1251.41,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
14:16:59,2022-10-20,3758118046,2487128589,3620.25,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:40:26,2022-10-20,988008298,3618767957,1925.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:16:27,2022-10-20,6686003020,3758118046,10226.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
16:39:29,2022-10-20,927895922,8122891585,80.43,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:45:22,2022-10-20,3919105611,5775866586,9072.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:00:52,2022-10-20,4488998846,3758118046,4851.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
17:15:51,2022-10-20,9021009219,2392131550,11677.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:36:00,2022-10-20,988008298,7505801451,1104.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:56:43,2022-10-20,1681811645,8168046088,1127.54,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:21:03,2022-10-20,927895922,4811364308,34172.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:27:00,2022-10-20,8501920513,3158555257,972.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
22:01:53,2022-10-20,988008298,1912656258,81.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:15:20,2022-10-20,8095813696,4336451277,10634.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
23:15:50,2022-10-20,927895922,9434535647,3887.13,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:43:51,2022-10-20,2636833970,5748489103,720.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
00:21:45,2022-10-21,8501920513,813395681,5747.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
04:43:37,2022-10-21,1954885582,5748489103,673.31,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
08:17:35,2022-10-21,6686003020,3758118046,7050.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
08:59:20,2022-10-21,8902749042,8501920513,2732.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
09:56:38,2022-10-21,8683543845,1205803084,394073.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_single_large
10:31:37,2022-10-21,8501920513,813395681,4991.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
10:37:51,2022-10-21,377669591,3758118046,6890.79,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
11:22:13,2022-10-21,7002077089,3758118046,506.44,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:31:47,2022-10-21,2246512128,8501920513,2564.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:31:58,2022-10-21,9021009219,2392131550,9837.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:47:38,2022-10-21,8501920513,4768708377,2124.98,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:00:08,2022-10-21,988008298,1689004707,334.99,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:56:34,2022-10-21,6576543709,6219666393,589.66,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
17:41:01,2022-10-21,927895922,4531384231,2878.95,UK pounds,Mexican Peso,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:21:57,2022-10-21,1792602773,3758118046,6291.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:42:35,2022-10-21,5781631875,5748489103,3610.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
19:14:05,2022-10-21,5748489103,1954885582,2554.54,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
19:48:31,2022-10-21,7401327478,9837509469,172.57,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
20:59:55,2022-10-21,2482785525,2838355094,1290.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:09:14,2022-10-21,927895922,6657147486,24314.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:51:24,2022-10-21,2369776263,6776824000,464.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:14:41,2022-10-21,6219666393,3405828628,118.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:17:50,2022-10-21,8501920513,4922050844,3209.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
00:46:29,2022-10-22,5748489103,1954885582,1680.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
03:13:01,2022-10-22,2369776263,8805029282,2982.68,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
03:58:59,2022-10-22,8501920513,8902749042,1582.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
05:56:31,2022-10-22,290208168,3758118046,9128.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
07:38:30,2022-10-22,4675771219,4833083257,5184.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:20:25,2022-10-22,7401327478,8845738344,827.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
